CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1985,309488028132.653
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1985,6977650648.47401
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1985,8544810503.47403
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1985,7195042616.0071
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1985,2160872541.41887
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1985,34894419525.2817
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1985,196726096.467773
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1985,137728205.315258
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1985,3919203960.39604
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1985,15814763265.9632
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1985,22920490774.102
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1985,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1985,2430411900.19194
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1985,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1985,732534887058.198
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1985,340989527.969913
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1985,119491932.962963
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1985,62658617565.4759
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1985,5044579439.00213
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1985,57937868670.1937
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1985,526325244782.652
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1985,1455540349922.63
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1985,2359536624595.28
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1985,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1985,3806796130068.03
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1985,17149094589.9827
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1985,39053502251.0732
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1985,2396184860778.49
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1985,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1985,180793463796.477
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1985,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1985,9480840483.09179
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1985,2677480780323.4
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1985,366451346774.275
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1985,55875863392.1719
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1985,1141168779.51157
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1985,553138414367.061
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1985,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1985,3339914759.37269
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1985,489256281228.667
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1985,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1985,4504342149.43471
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1985,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1985,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1985,225726370.227358
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1985,143856253.127248
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1985,62118570.0053235
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1985,47820851221.3175
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1985,167728455.185185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1985,412876395.826869
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1985,9721652086.95652
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1985,453488372.093023
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1985,10194067191689.5
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1985,35699772165.7093
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1985,5278120712.5
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1985,103167273762.249
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1985,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1985,2009400000.0
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1985,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1985,2642524425526.32
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1985,2947286345770.02
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1985,303420381551.106
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1985,145317223261.027
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1985,85289488375.4688
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1985,156911943796.002
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1985,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1985,232511561180.057
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1985,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1985,21270013325.5601
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1985,180183629599.684
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1985,48425161290.3226
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1985,2984054752.93721
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1985,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1985,452217492140.757
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1985,2100238892.94137
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1985,4993601523.5943
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1985,1398892549340.87
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1985,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1985,6135034338.30431
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1985,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1985,32125260.5924754
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1985,111007407.407407
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1985,101296177099.552
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1985,21445952792.8199
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1985,629334804009.319
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1985,2366666615.55556
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1985,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1985,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1985,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1985,284444444.444444
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1985,755896507938.208
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1985,112104592681.827
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1985,80959127303.0365
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1985,529073612.453579
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1985,5978460972.01767
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1985,836784764508.394
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1985,2775874534098.37
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1985,268629925.923116
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1985,1446300965545.52
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1985,4577211767.10374
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1985,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1985,1362072216.70638
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1985,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1985,14991283215.7408
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1985,1082851076.52158
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1985,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1985,3802557894.8719
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1985,127190757.959989
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1985,654706689124.51
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1985,195241386179.148
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1985,43879000.0
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1985,2696619172045.72
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1985,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1985,1392196048.89064
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1985,1117835285.50512
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1985,1310837294.25837
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1985,397323233713.946
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1985,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1985,2186505475.0
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1985,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1985,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1985,1009723326.32056
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1985,1076122255.82323
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1985,1646442592.58455
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1985,31199637541.3219
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1985,4706202530269.8
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1985,1608237350.81972
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1985,854820894.098006
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1985,1440581653.32328
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1985,73745821158.2254
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1985,2683699935.36479
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1985,143845822717.622
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1985,65416626280.899
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1985,2619913955.51556
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1985,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1985,24679290455.612
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1985,10088394120629.9
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1985,10005645420.4606
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1985,32188255618.6667
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1985,31144920844.3272
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1985,6541517100.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1985,15078736875.387
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1985,34961486974.8541
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1985,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1985,2423338768.34277
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1985,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1985,214701499607.543
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1985,20289200000.0
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1985,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1985,27115807742.0873
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1985,3282449235.76129
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1985,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1985,1873326939.43913
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1985,9822918990615.55
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1985,1448281229.04101
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1985,6153296456.04396
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1985,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1985,1715626336.53326
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1985,296510765025.754
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1985,103897892810.979
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1985,8075259600.3398
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1985,3818944920.01861
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1985,19156532745.7691
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1985,165524980.920416
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1985,856863164.455394
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1985,3800368600.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1985,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1985,876404617.656501
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1985,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1985,254278552801.717
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1985,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1985,254455395790.1
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1985,50257275477.2471
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1985,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1985,873000000.0
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1985,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1985,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1985,114123205983.088
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1985,360079419.480205
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1985,179691474.285381
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1985,21203821656.051
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1985,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1985,1033069709.99506
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1985,525667890496.16
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1985,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1985,1035987180.13488
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1985,38900711298.1934
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1985,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1985,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1985,705537546137.029
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1985,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1985,393776784308.738
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1985,60058663.3144773
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1985,296510765025.754
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1985,254455395790.1
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1985,7375918367.34694
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1985,8410227733.15327
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1985,67234937530.7236
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1985,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1985,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1985,3519695212.52773
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1985,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1985,1834108045681.45
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1985,4732025669.96467
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1985,4338979000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1985,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1985,145641705.185185
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1985,61965466666.6667
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1985,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1985,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1985,14094687820.7445
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1985,131856420.703184
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1985,12897178603739.5
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1985,95572172.9835657
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1985,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1985,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1985,64459376103.5598
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1985,2252454500.14896
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1985,5637259300.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1986,405586592.178771
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1986,153050335915.693
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1986,
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1986,107886511308.918
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1986,7072536108.69711
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1986,2097326250.0
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1986,481996191.303733
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1986,406982702169.503
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1986,33943612094.7971
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1986,105872372613.857
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1986,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1986,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1986,290440140.740741
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1986,182472020145.495
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1986,99036164939.1618
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1986,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1986,1201725497.06578
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1986,120018787249.413
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1986,1336102026.99646
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1986,2036303360.30075
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1986,21774033333.3333
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1986,20249294117.6471
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1986,3052393617.02128
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1986,2472500000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1986,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1986,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1986,231638320.535
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1986,1173500032.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1986,3959382833.0878
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1986,256480852471.129
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1986,1547755183.21484
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1986,2358574763.85308
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1986,191218110.435414
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1986,1392602040.14794
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1986,1122265014.86379
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1986,379014731199.831
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1986,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1986,159088447135.692
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1986,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1986,18891048818.7752
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1986,300758100107.246
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1986,9158302111.36131
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1986,11857056214.3301
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1986,8095367168.21769
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1986,1849268214.68184
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1986,34942489683.9712
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1986,279197721.824989
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1986,190651168.352328
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1986,4418983870.96774
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1986,14441261965.7809
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1986,24226574634.0293
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1986,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1986,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1986,3090734463.27684
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1986,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1986,1046259374943.71
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1986,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1986,135161958.518519
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1986,88078850821.6244
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1986,6122127855.10508
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1986,63692012412.3215
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1986,525026601298.333
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1986,1471507593965.89
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1986,3082609431901.86
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1986,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1986,5196005238392.34
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1986,15314143988.0621
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1986,41253507951.3564
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1986,3362907352245.57
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1986,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1986,251321075204.942
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1986,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1986,9848600869.56522
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1986,3743790927546.53
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1986,355576918851.835
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1986,73531550551.255
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1986,1290267529.56847
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1986,771470783218.108
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1986,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1986,112210000.0
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1986,3403638193.57912
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1986,601455004221.653
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1986,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1986,5735921420.38769
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1986,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1986,1995186720.74733
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1986,185646984.458794
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1986,130225018.751151
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1986,76407395.9710488
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1986,56379593476.1441
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1986,187589522.592593
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1986,603016317.536303
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1986,7231963515.98174
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1986,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1986,504651139.534884
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1986,12377564712374.4
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1986,41075395130.2862
