,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
7826,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1989,120496362916.271
7827,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1989,65831935483.871
7828,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1989,5672570277.78609
7829,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1989,
7830,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1989,928661332204.347
7831,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1989,4404938108.99142
7832,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1989,4221374898.29454
7833,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1989,3054913797217.03
7834,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1989,
7835,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1989,8283114648.38116
7836,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1989,
7837,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1989,
7838,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1989,44282893.8871154
7839,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1989,192518518.518518
7840,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1989,246927292765.02
7841,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1989,24313821169.1141
7842,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1989,863824214500.633
7843,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1989,714046821.093797
7844,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1989,2717998687.71002
7845,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1989,
7846,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1989,
7847,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1989,486666666.666667
7848,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1989,994835204858.415
7849,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1989,157936434389.626
7850,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1989,106972330651.244
7851,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1989,1119983801.21338
7852,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1989,6987267683.77254
7853,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1989,884736574447.043
7854,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1989,3321322715298.63
7855,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1989,495409138.180352
7856,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1989,1891766247083.54
7857,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1989,
7858,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1989,10037674037.674
7859,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1989,
7860,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1989,2705665379.75616
7861,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1989,
7862,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1989,26314313191.1826
7863,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1989,2010116851.20284
7864,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1989,
7865,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1989,3175638332.64471
7866,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1989,189514434.244
7867,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1989,609483584498.441
7868,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1989,221403143240.479
7869,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1989,72798000.0
7870,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1989,3216442505896.83
7871,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1989,
7872,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1989,2181821905.94196
7873,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1989,2118574772.11136
7874,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1989,1674823310.86252
7875,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1989,360489945430.169
7876,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1989,
7877,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1989,3576966800.0
7878,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1989,
7879,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1989,
7880,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1989,1450647019.18099
7881,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1989,2181935024.14244
7882,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1989,2314204989.72207
7883,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1989,38847970073.3093
7884,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1989,6210306867066.47
7885,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1989,2535135314.27329
7886,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1989,2185082943.54573
7887,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1989,2179567111.0004
7888,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1989,44003061108.4005
7889,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1989,1013184755.57026
7890,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1989,258336705808.999
7891,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1989,102633934390.615
7892,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1989,3525225832.99053
7893,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1989,
7894,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1989,43920222524.7085
7895,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1989,16691782038666.2
7896,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1989,9372171651.49545
7897,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1989,45513212160.6857
7898,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1989,40171105580.1973
7899,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1989,5918469800.0
7900,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1989,22499559086.0587
7901,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1989,48513772976.7115
7902,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1989,
7903,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1989,3546470500.90388
7904,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1989,
7905,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1989,241069993446.627
7906,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1989,28161200000.0
7907,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1989,
7908,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1989,60594092182.3275
7909,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1989,4757732199.96213
7910,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1989,
7911,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1989,2103611296.06693
7912,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1989,16372697957121.3
7913,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1989,2731683490.22561
7914,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1989,6487912087.91209
7915,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1989,41450779108.6724
7916,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1989,506500173960.269
7917,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1989,2405022587.80045
7918,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1989,378112968995.079
7919,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1989,95344352823.6969
7920,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1989,21408111111.1111
7921,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1989,6366039362.80037
7922,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1989,30465364738.6206
7923,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1989,172882435.808117
7924,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1989,932978182.014388
7925,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1989,4372215300.0
7926,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1989,
7927,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1989,1092392963.1951
7928,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1989,
7929,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1989,319238233553.956
7930,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1989,
7931,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1989,319563247910.21
7932,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1989,64562256112.8741
7933,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1989,
7934,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1989,542600000.0
7935,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1989,
7936,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1989,
7937,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1989,217949132622.507
7938,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1989,696921409.513751
7939,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1989,
7940,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1989,324333385.605606
7941,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1989,18609532293.9866
7942,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1989,
7943,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1989,1433686309.83641
7944,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1989,621596110509.658
7945,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1989,959311297803.815
7946,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1989,1838552523.37741
7947,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1989,72250747142.1734
7948,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1989,
7949,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1989,3006988216.55045
7950,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1989,929914241888.605
7951,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1989,
7952,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1989,357272264599.868
7953,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1989,106344854.986095
7954,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1989,378112968995.079
7955,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1989,319563247910.21
7956,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1989,4323058823.52941
7957,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1989,10101853518.0853
7958,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1989,107143390749.858
7959,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1989,
7960,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1989,4420167588.57625
7961,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1989,5276480789.75396
7962,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1989,82709161099.1244
7963,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1989,2333154208117.54
7964,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1989,8438946947.60228
7965,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1989,5641580000000.0
7966,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1989,
7967,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1989,214745002.222222
7968,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1989,43536709104.0115
7969,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1989,
7970,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1989,
7971,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1989,6293304974.59403
7972,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1989,154013202.116475
7973,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1989,20266663642625.5
7974,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1989,122888609.715243
7975,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1989,
7976,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1989,
7977,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1989,108055603481.557
7978,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1989,3994673161.02649
7979,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1989,8286322700.0
7980,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1990,764804469.273743
7981,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1990,254062093241.871
7982,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1990,
7983,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1990,122387353859.461
7984,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1990,11229515599.3048
7985,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990,2028553750.0
7986,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1990,1028989393.70295
7987,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1990,644062569659.784
7988,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1990,50701443748.2975
7989,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1990,141352630146.731
7990,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1990,2256838857.60997
7991,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1990,
7992,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1990,459470370.37037
7993,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1990,311430632641.087
7994,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1990,166463386179.354
7995,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1990,8858006042.29607
7996,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1990,1132101252.51817
7997,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1990,205331747947.851
7998,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1990,1959965330.47596
7999,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1990,3101300779.08364
8000,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1990,31598341233.463
8001,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1990,20632090909.0909
8002,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1990,4229787234.04255
8003,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1990,3166000000.0
8004,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1990,
8005,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1990,21650000000.0
8006,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1990,549500000.0
8007,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1990,1592400000.0
8008,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1990,4867582597.52327
8009,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1990,464989098144.854
8010,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1990,2012131457.26644
8011,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1990,3520486979.54981
8012,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1990,287765007.10715
8013,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1990,3790636664.02546
8014,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1990,1440711459.411
8015,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1990,596089064840.248
8016,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1990,255337810802.762
8017,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1990,265771545360.201
8018,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1990,
8019,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1990,33113525803.8067
8020,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1990,360857912565.966
8021,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1990,10795850584.5874
8022,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1990,12314482629.9082
8023,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1990,9349764580.41173
8024,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1990,2798746050.58236
8025,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1990,47844090709.9908
8026,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1990,429622178.042984
8027,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1990,306890961.188801
8028,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1990,5711687786.75989
8029,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1990,18149076125.7684
8030,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1990,28645436569.1489
8031,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1990,
8032,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1990,
8033,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1990,5591130217.66965
8034,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1990,40728950704.6176
8035,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1990,1771671206875.68
8036,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1990,452328087.282876
8037,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1990,201429629.62963
8038,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1990,138248216614.801
8039,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1990,7073675544.79021
8040,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1990,62048505222.3414
8041,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1990,667200070409.87
8042,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1990,1860056796275.85
8043,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1990,4738184774160.96
8044,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1990,893030485494.276
8045,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1990,8860001405151.17
8046,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1990,15239278100.3502
8047,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1990,42978914311.3504
8048,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1990,5880688023843.26
8049,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1990,
8050,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1990,536558591250.408
8051,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1990,
8052,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1990,12175166763.285
8053,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1990,6497762738132.15
8054,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1990,551464186619.218
8055,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1990,141438345513.917
8056,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1990,1337017258.55191
8057,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1990,1269179616913.63
8058,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1990,
8059,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1990,147200000.0
8060,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1990,5952293765.84484
8061,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1990,1093213710428.01
8062,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1990,7753501867.76095
8063,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1990,5889174833.90034
8064,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1990,
8065,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1990,2666750820.49987
8066,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1990,317083688.199874
8067,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1990,243961995.512687
8068,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1990,112119411.508746
8069,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1990,97891092003.4394
8070,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1990,278098762.962963
8071,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1990,1018977225.44427
8072,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1990,7650196276.73508
8073,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1990,
8074,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1990,396582263.291139
8075,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1990,18985012664862.0
8076,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1990,76928784620.8158
8077,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1990,4923009551.55642
8078,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1990,162560597218.284
8079,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1990,
8080,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1990,3096289800.0
8081,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1990,
8082,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1990,3638437908431.4
8083,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1990,4017383514929.53
8084,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1990,378625893677.558
8085,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1990,146299168037.11
8086,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1990,106140727356.675
8087,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1990,232630137929.561
8088,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1990,
8089,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1990,320979026420.035
8090,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1990,
8091,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1990,49305632408.4929
8092,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1990,124813263926.225
8093,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1990,180408064516.129
8094,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1990,6468739130.22964
8095,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1990,
8096,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1990,1181222653522.95
8097,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1990,4592208086.69235
8098,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1990,4160089597.13932
8099,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1990,3132817652848.04
8100,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1990,26932729102.7371
8101,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1990,8572359162.86876
8102,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1990,2675000000.0
8103,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1990,
8104,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1990,42933307.6600826
8105,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1990,217259259.259259
8106,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1990,283367525714.932
8107,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1990,18427777777.7778
8108,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1990,1037525767088.18
8109,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1990,865559879.284802
8110,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1990,2838485353.96187
8111,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1990,
8112,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1990,28904164239.3038
8113,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1990,579629629.62963
8114,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1990,1182388726802.35
8115,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1990,183320992524.697
8116,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1990,133152119892.907
8117,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1990,1421508875.2782
8118,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1990,8032551173.24014
8119,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1990,948098011389.766
8120,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1990,3826579677452.66
8121,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1990,596410302.16263
8122,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1990,2036712896681.06
8123,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1990,
8124,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1990,12778792853.6939
8125,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1990,
